Top 50 Triads by Net Flux (Re=200.0):
 1) (  1,  7,  4) flux= 9.006860e-04 ijkl(i,j,k)=[[1, 0, 0, 1], [2, 0, 1, 1], [1, 0, 1, 0]]
26) ( 43, 21,  4) flux= 5.365378e-05 ijkl(i,j,k)=[[5, 1, -1, 1], [3, -1, 0, 1], [1, 0, 1, 0]]
27) (  4, 41, 25) flux=-5.333245e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 2], [5, -1, -1, 2]]
28) ( 25, 41,  4) flux= 5.333245e-05 ijkl(i,j,k)=[[5, -1, -1, 2], [3, 1, 0, 2], [1, 0, 1, 0]]
29) (  4, 42, 25) flux=-5.074664e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 4], [5, -1, -1, 2]]
30) ( 25, 42,  4) flux= 5.074664e-05 ijkl(i,j,k)=[[5, -1, -1, 2], [3, 1, 0, 4], [1, 0, 1, 0]]
31) (  1, 47, 24) flux=-4.989849e-05 ijkl(i,j,k)=[[1, 0, 0, 1], [6, 1, -1, 3], [5, -1, -1, 0]]
32) ( 24, 47,  1) flux= 4.989849e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [6, 1, -1, 3], [1, 0, 0, 1]]
33) (  4, 41, 28) flux=-4.750882e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 2], [6, -1, -1, 4]]
34) ( 28, 41,  4) flux= 4.750882e-05 ijkl(i,j,k)=[[6, -1, -1, 4], [3, 1, 0, 2], [1, 0, 1, 0]]
35) ( 24,  4, 40) flux=-4.623600e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [1, 0, 1, 0], [3, 1, 0, 0]]
36) ( 40,  4, 24) flux= 4.623600e-05 ijkl(i,j,k)=[[3, 1, 0, 0], [1, 0, 1, 0], [5, -1, -1, 0]]
37) (  4, 40, 25) flux=-4.610630e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 0], [5, -1, -1, 2]]
38) ( 25, 40,  4) flux= 4.610630e-05 ijkl(i,j,k)=[[5, -1, -1, 2], [3, 1, 0, 0], [1, 0, 1, 0]]
39) ( 34,  4, 48) flux= 4.406349e-05 ijkl(i,j,k)=[[6, -1, 2, 5], [1, 0, 1, 0], [6, 1, -1, 5]]
40) ( 48,  4, 34) flux=-4.406349e-05 ijkl(i,j,k)=[[6, 1, -1, 5], [1, 0, 1, 0], [6, -1, 2, 5]]
41) (  4, 22, 47) flux=-4.293018e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 3], [6, 1, -1, 3]]
42) ( 47, 22,  4) flux= 4.293018e-05 ijkl(i,j,k)=[[6, 1, -1, 3], [3, -1, 0, 3], [1, 0, 1, 0]]
43) (  4, 42, 24) flux=-4.200394e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, 1, 0, 4], [5, -1, -1, 0]]
44) ( 24, 42,  4) flux= 4.200394e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [3, 1, 0, 4], [1, 0, 1, 0]]
45) ( 24, 48,  1) flux= 4.089845e-05 ijkl(i,j,k)=[[5, -1, -1, 0], [6, 1, -1, 5], [1, 0, 0, 1]]
46) (  1, 48, 24) flux=-4.089845e-05 ijkl(i,j,k)=[[1, 0, 0, 1], [6, 1, -1, 5], [5, -1, -1, 0]]
47) (  4, 22, 44) flux=-3.818544e-05 ijkl(i,j,k)=[[1, 0, 1, 0], [3, -1, 0, 3], [5, 1, -1, 3]]
48) ( 44, 22,  4) flux= 3.818544e-05 ijkl(i,j,k)=[[5, 1, -1, 3], [3, -1, 0, 3], [1, 0, 1, 0]]
49) (  2,  7,  6) flux=-3.556820e-05 ijkl(i,j,k)=[[1, 0, 0, 3], [2, 0, 1, 1], [1, 0, 1, 4]]
50) (  6,  7,  2) flux= 3.556820e-05 ijkl(i,j,k)=[[1, 0, 1, 4], [2, 0, 1, 1], [1, 0, 0, 3]]
