physical_id,case,catalog_source,Re,Lx,Lz,shear,L2,groups,representative_group,representative_J,representative_K,representative_L,ode,dns,dns_ode_comparison,dns_bifurcation,dns_bifurcation_points,E3D,dissipation,D_total,wall_shear,I_total,leading_lambda_re,leading_lambda_im,n_unstable,eigen_lambda,leading_eigenvector,literature,dedup_component_id,dedup_component_size,dedup_status,dedup_members,dedup_edge_count
ghc_re400_alpha1p14_gamma2p5_low_shear_005,ghc_re400_alpha1p14_gamma2p5_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,2.5132741228718345,0.453688,0.168118,E,E,1,3,5,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_005/representative.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_005/ubest.nc,,,0,0.0605875,0.453688,1.453688,0.453688,1.453688,0.0298993942440586,0.0,4,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_005/eigen/lambda.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_005/eigen/ef1.nc,"GHC, 2008, EQ4",,1,single,ghc_re400_alpha1p14_gamma2p5_low_shear_005,0
ghc_re400_alpha1p14_gamma2p5_low_shear_006,ghc_re400_alpha1p14_gamma2p5_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,2.5132741228718345,1.01997,0.218634,E,E,1,3,5,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_006/representative.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_006/ubest.nc,,,0,0.0928209,1.01997,2.01997,1.01997,2.01997,0.07194190593383656,0.04080060218078903,9,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_006/eigen/lambda.asc,equilibria/ghc_re400_alpha1p14_gamma2p5_low_shear_006/eigen/ef1.nc,"GHC, 2008, EQ5",,1,single,ghc_re400_alpha1p14_gamma2p5_low_shear_006,0
hkw_re400_alpha1p14_gamma1p67_low_shear_001,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,6.77947e-13,1.42951e-13,"A,E,G",A,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_001/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_001/ubest.nc,,,0,1.39085e-14,3.02519e-25,1.0,6.77947e-13,1.000000000000678,-0.006168512017457498,0.0,0,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_001/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_001/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_001,0
hkw_re400_alpha1p14_gamma1p67_low_shear_007,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,1.12484,0.237463,"A,B,C,D,F",A,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_007/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_007/ubest.nc,,,0,0.0729475,1.12484,2.12484,1.12484,2.12484,0.07532178794046676,0.0,11,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_007/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_007/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_007,0
hkw_re400_alpha1p14_gamma1p67_low_shear_009,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,1.47553,0.288577,A,A,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_009/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_009/ubest.nc,,,0,0.0957699,1.47548,2.47548,1.47553,2.47553,0.09647880976278128,-0.298342994211364,18,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_009/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_009/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_009,0
hkw_re400_alpha1p14_gamma1p67_low_shear_010,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,1.66994,0.311244,A,A,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_010/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_010/ubest.nc,,,0,0.113237,1.66958,2.66958,1.66994,2.66994,0.08708645285409371,0.30524348377998056,22,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_010/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_010/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_010,0
hkw_re400_alpha1p14_gamma1p67_low_shear_005,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,0.482404,0.150856,B,B,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_005/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_005/ubest.nc,,,0,0.0597876,0.482403,1.4824030000000001,0.482404,1.482404,0.07222909705412318,0.0,7,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_005/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_005/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_005,0
hkw_re400_alpha1p14_gamma1p67_low_shear_006,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,0.735398,0.190023,B,B,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_006/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_006/ubest.nc,,,0,0.0696988,0.735397,1.7353969999999999,0.735398,1.735398,0.11854833800266934,0.0,11,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_006/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_006/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_006,0
hkw_re400_alpha1p14_gamma1p67_low_shear_011,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,3.23941,0.399869,"B,F",B,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_011/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_011/ubest.nc,,,0,0.131473,3.23941,4.2394099999999995,3.23941,4.2394099999999995,0.16833172792879933,-0.348025552300014,24,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_011/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_011/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_011,0
hkw_re400_alpha1p14_gamma1p67_low_shear_008,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,1.42478,0.290936,E,E,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_008/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_008/ubest.nc,,,0,0.0920756,1.42478,2.42478,1.42478,2.42478,0.05501352332423955,-0.2476181783868807,16,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_008/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_008/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_008,0
hkw_re400_alpha1p14_gamma1p67_low_shear_002,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,0.344935,0.111936,G,G,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_002/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_002/ubest.nc,,,0,0.0480621,0.344931,1.3449309999999999,0.344935,1.344935,0.07418366513047484,0.0,7,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_002/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_002/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_002,0
hkw_re400_alpha1p14_gamma1p67_low_shear_003,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,0.351998,0.123974,G,G,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_003/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_003/ubest.nc,,,0,0.0395973,0.351998,1.351998,0.351998,1.351998,0.0641314415796214,0.0,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_003/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_003/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_003,0
hkw_re400_alpha1p14_gamma1p67_low_shear_004,hkw_re400_alpha1p14_gamma1p67_low_shear,stress:minimal_low_shear,400.0,5.511566576198634,3.762386411812926,0.36718,0.126947,G,G,1,3,5,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_004/representative.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_004/ubest.nc,,,0,0.0406223,0.36718,1.36718,0.36718,1.36718,0.06273747712305446,0.0,3,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_004/eigen/lambda.asc,equilibria/hkw_re400_alpha1p14_gamma1p67_low_shear_004/eigen/ef1.nc,,,1,single,hkw_re400_alpha1p14_gamma1p67_low_shear_004,0
ghc_re400_literature_fuzz_001,ghc_re400_literature_fuzz,literature_target_runs:ghc_re400_literature_fuzz,400.0,5.511566576198634,2.5132741228718345,0.252105,0.0935552,"B,C,D,F,G",G,1,4,5,equilibria/ghc_re400_literature_fuzz_001/representative.asc,equilibria/ghc_re400_literature_fuzz_001/ubest.nc,,,0,0.0412589,0.252105,1.252105,0.252105,1.252105,0.0707079389058893,0.0,2,equilibria/ghc_re400_literature_fuzz_001/eigen/lambda.asc,equilibria/ghc_re400_literature_fuzz_001/eigen/ef1.nc,,,1,single,ghc_re400_literature_fuzz_001,0
ghc_re400_literature_fuzz_002,ghc_re400_literature_fuzz,literature_target_runs:ghc_re400_literature_fuzz,400.0,5.511566576198634,2.5132741228718345,0.317713,0.12589,E,E,2,4,5,equilibria/ghc_re400_literature_fuzz_002/representative.asc,equilibria/ghc_re400_literature_fuzz_002/ubest.nc,,,0,0.0450151,0.317713,1.317713,0.317713,1.317713,0.033973405046489824,-0.017977558422515597,4,equilibria/ghc_re400_literature_fuzz_002/eigen/lambda.asc,equilibria/ghc_re400_literature_fuzz_002/eigen/ef1.nc,,,1,single,ghc_re400_literature_fuzz_002,0
ghc_re400_literature_fuzz_003,ghc_re400_literature_fuzz,literature_target_runs:ghc_re400_literature_fuzz,400.0,5.511566576198634,2.5132741228718345,0.429258,0.209125,E,E,2,4,7,equilibria/ghc_re400_literature_fuzz_003/representative.asc,equilibria/ghc_re400_literature_fuzz_003/ubest.nc,,,0,0.0274429,0.429258,1.429258,0.429258,1.429258,0.05012059377963958,0.0,2,equilibria/ghc_re400_literature_fuzz_003/eigen/lambda.asc,equilibria/ghc_re400_literature_fuzz_003/eigen/ef1.nc,,,1,single,ghc_re400_literature_fuzz_003,0
ghc_re400_literature_fuzz_004,ghc_re400_literature_fuzz,literature_target_runs:ghc_re400_literature_fuzz,400.0,5.511566576198634,2.5132741228718345,0.453688,0.168118,E,E,1,3,5,equilibria/ghc_re400_literature_fuzz_004/representative.asc,equilibria/ghc_re400_literature_fuzz_004/ubest.nc,,,0,0.0605875,0.453688,1.453688,0.453688,1.453688,0.02931995715725033,0.0,5,equilibria/ghc_re400_literature_fuzz_004/eigen/lambda.asc,equilibria/ghc_re400_literature_fuzz_004/eigen/ef1.nc,,,1,single,ghc_re400_literature_fuzz_004,0
ghc_re400_literature_fuzz_005,ghc_re400_literature_fuzz,literature_target_runs:ghc_re400_literature_fuzz,400.0,5.511566576198634,2.5132741228718345,1.59813,0.272377,"B,G",G,1,4,5,equilibria/ghc_re400_literature_fuzz_005/representative.asc,equilibria/ghc_re400_literature_fuzz_005/ubest.nc,,,0,0.100573,1.59813,2.5981300000000003,1.59813,2.5981300000000003,0.17691213139945364,0.0,13,equilibria/ghc_re400_literature_fuzz_005/eigen/lambda.asc,equilibria/ghc_re400_literature_fuzz_005/eigen/ef1.nc,,,1,single,ghc_re400_literature_fuzz_005,0
ghc_re400_literature_fuzz_007,ghc_re400_literature_fuzz,literature_target_runs:ghc_re400_literature_fuzz,400.0,5.511566576198634,2.5132741228718345,2.04368,0.385806,E,E,2,4,6,equilibria/ghc_re400_literature_fuzz_007/representative.asc,equilibria/ghc_re400_literature_fuzz_007/ubest.nc,,,0,0.0851956,2.04368,3.04368,2.04368,3.04368,0.055589983720085126,0.0,8,equilibria/ghc_re400_literature_fuzz_007/eigen/lambda.asc,equilibria/ghc_re400_literature_fuzz_007/eigen/ef1.nc,,,1,single,ghc_re400_literature_fuzz_007,0
ghc_re400_literature_fuzz_010,ghc_re400_literature_fuzz,literature_target_runs:ghc_re400_literature_fuzz,400.0,5.511566576198634,2.5132741228718345,2.50069,0.333628,B,B,1,4,5,equilibria/ghc_re400_literature_fuzz_010/representative.asc,equilibria/ghc_re400_literature_fuzz_010/ubest.nc,,,0,0.129477,2.50069,3.50069,2.50069,3.50069,0.09027919141949373,-0.44441001939188357,20,equilibria/ghc_re400_literature_fuzz_010/eigen/lambda.asc,equilibria/ghc_re400_literature_fuzz_010/eigen/ef1.nc,,,1,single,ghc_re400_literature_fuzz_010,0
ghc_re400_literature_fuzz_015,ghc_re400_literature_fuzz,literature_target_runs_v2:ghc_re400_literature_fuzz,400.0,5.511566576198634,2.5132741228718345,1.01997,0.218634,E,E,1,4,5,equilibria/ghc_re400_literature_fuzz_015/representative.asc,equilibria/ghc_re400_literature_fuzz_015/ubest.nc,,,0,0.0928209,1.01997,2.01997,1.01997,2.01997,0.0719483107561465,-0.04079572040365463,9,equilibria/ghc_re400_literature_fuzz_015/eigen/lambda.asc,equilibria/ghc_re400_literature_fuzz_015/eigen/ef1.nc,,,1,single,ghc_re400_literature_fuzz_015,0
